SIGNAL,PHASING,PHASE,MOVEMENTS,DETECTORS
MOVEMENT,LINK,DIR,TO_LINK,PROTECTION
WB_LEFT,5176,1,5179,PROTECTED
EB_LEFT,5175,0,5181,PROTECTED
1657,1,1,4,
NB_LEFT,54672,0,5182,PROTECTED
NB_THRU,54672,0,8610,PROTECTED
NB_RIGHT,54672,0,5183,PROTECTED
WB_RIGHT,5183,1,8610,STOP_PERMIT
1657,1,3,5,
NB_RIGHT,54672,0,5183,STOP_PERMIT
WB_THRU,5183,1,5182,PROTECTED
WB_RIGHT,5183,1,8610,PROTECTED
EB_LEFT,5182,0,8610,PERMITTED
EB_THRU,5182,0,5183,PROTECTED
1657,1,2,2,
EB_LEFT,5182,0,8610,PROTECTED
EB_THRU,5182,0,5183,PROTECTED
1658,1,1,4,
EB_LEFT,8513,0,5240,PROTECTED
EB_THRU,8513,0,3712,PROTECTED
EB_RIGHT,8513,0,5239,PROTECTED
NB_RIGHT,5239,1,3712,STOP_PERMIT
1658,1,3,5,
EB_RIGHT,8513,0,5239,STOP_PERMIT
SB_LEFT,5240,0,3712,PERMITTED
SB_THRU,5240,0,5239,PROTECTED
NB_THRU,5239,1,5240,PROTECTED
NB_RIGHT,5239,1,3712,PROTECTED
1658,1,2,2,
SB_LEFT,5240,0,3712,PROTECTED
SB_THRU,5240,0,5239,PROTECTED
1659,1,1,2,
EB_LEFT,5611,0,5239,PROTECTED
WB_LEFT,3258,1,3296,PROTECTED
1659,1,2,8,
EB_LEFT,5611,0,5239,PERMITTED
EB_THRU,5611,0,3258,PROTECTED
EB_RIGHT,5611,0,3296,PROTECTED
SB_RIGHT,5239,0,5611,STOP_PERMIT
NB_RIGHT,3296,1,3258,STOP_PERMIT
WB_LEFT,3258,1,3296,PERMITTED
WB_THRU,3258,1,5611,PROTECTED
WB_RIGHT,3258,1,5239,PROTECTED
1659,1,4,8,
EB_RIGHT,5611,0,3296,STOP_PERMIT
SB_LEFT,5239,0,3258,PERMITTED
SB_THRU,5239,0,3296,PROTECTED
SB_RIGHT,5239,0,5611,PROTECTED
NB_LEFT,3296,1,5611,PERMITTED
NB_THRU,3296,1,5239,PROTECTED
NB_RIGHT,3296,1,3258,PROTECTED
WB_RIGHT,3258,1,5239,STOP_PERMIT
1659,1,3,2,
SB_LEFT,5239,0,3258,PROTECTED
NB_LEFT,3296,1,5611,PROTECTED
1660,1,1,3,
SB_THRU,6092,0,5323,PROTECTED
SB_RIGHT,6092,0,5290,PROTECTED
NB_THRU,5323,1,6092,PROTECTED
1660,1,2,3,
SB_RIGHT,6092,0,5290,STOP_PERMIT
SB_LEFT,5324,0,5323,PROTECTED
SB_THRU,5324,0,5290,PROTECTED
1662,1,1,5,
EB_LEFT,8465,0,5319,PROTECTED
EB_THRU,8465,0,5321,PROTECTED
EB_RIGHT,8465,0,5320,PROTECTED
NB_RIGHT,8174,0,5320,STOP_PERMIT
WB_RIGHT,5320,1,5321,STOP_PERMIT
1662,1,2,4,
EB_RIGHT,8465,0,5320,STOP_PERMIT
NB_LEFT,8174,0,5319,PROTECTED
NB_THRU,8174,0,5321,PROTECTED
NB_RIGHT,8174,0,5320,PROTECTED
1662,1,4,4,
WB_THRU,5320,1,5319,PROTECTED
WB_RIGHT,5320,1,5321,PROTECTED
SB_LEFT,5319,0,5321,PERMITTED
SB_THRU,5319,0,5320,PROTECTED
1662,1,3,2,
SB_LEFT,5319,0,5321,PROTECTED
SB_THRU,5319,0,5320,PROTECTED
1664,1,1,1,
EB_LEFT,8539,0,8538,PROTECTED
1664,1,2,2,
NB_LEFT,5321,0,8539,PROTECTED
NB_THRU,5321,0,8538,PROTECTED
1667,1,2,5,
EB_THRU,8092,0,1788,PROTECTED
EB_RIGHT,8092,0,1994,PROTECTED
NB_RIGHT,1994,0,1788,STOP_PERMIT
WB_LEFT,1788,1,1994,PERMITTED
WB_THRU,1788,1,8092,PROTECTED
1667,1,3,3,
EB_RIGHT,8092,0,1994,STOP_PERMIT
NB_LEFT,1994,0,8092,PROTECTED
NB_RIGHT,1994,0,1788,PROTECTED
1667,1,1,2,
WB_LEFT,1788,1,1994,PROTECTED
WB_THRU,1788,1,8092,PROTECTED
1673,1,1,3,
SB_LEFT,7968,0,1791,PROTECTED
SB_RIGHT,7968,0,2010,PROTECTED
WB_RIGHT,1791,1,7968,STOP_PERMIT
1673,1,3,5,
SB_RIGHT,7968,0,2010,STOP_PERMIT
EB_LEFT,2010,0,7968,PERMITTED
EB_THRU,2010,0,1791,PROTECTED
WB_THRU,1791,1,2010,PROTECTED
WB_RIGHT,1791,1,7968,PROTECTED
1673,1,2,2,
EB_LEFT,2010,0,7968,PROTECTED
EB_THRU,2010,0,1791,PROTECTED
1675,1,1,3,
SB_THRU,7513,0,2030,PROTECTED
NB_THRU,2030,1,7513,PROTECTED
NB_RIGHT,2030,1,1792,PROTECTED
1675,1,2,2,
NB_RIGHT,2030,1,1792,STOP_PERMIT
SB_THRU,1792,1,2030,PROTECTED
1676,1,1,3,
WB_LEFT,7937,0,1792,PROTECTED
WB_RIGHT,7937,0,2367,PROTECTED
NB_RIGHT,1792,0,7937,STOP_PERMIT
1676,1,3,5,
WB_RIGHT,7937,0,2367,STOP_PERMIT
SB_LEFT,2367,1,7937,PERMITTED
SB_THRU,2367,1,1792,PROTECTED
NB_THRU,1792,0,2367,PROTECTED
NB_RIGHT,1792,0,7937,PROTECTED
1676,1,2,2,
SB_LEFT,2367,1,7937,PROTECTED
SB_THRU,2367,1,1792,PROTECTED
1677,1,1,2,
WB_LEFT,5950,1,2021,PROTECTED
WB_THRU,5950,1,1793,PROTECTED
1677,1,2,5,
WB_LEFT,5950,1,2021,PERMITTED
WB_THRU,5950,1,1793,PROTECTED
SB_RIGHT,1802,0,1793,STOP_PERMIT
EB_THRU,1793,1,5950,PROTECTED
EB_RIGHT,1793,1,2021,PROTECTED
1677,1,3,4,
SB_LEFT,1802,0,5950,PROTECTED
SB_THRU,1802,0,2021,PROTECTED
SB_RIGHT,1802,0,1793,PROTECTED
EB_RIGHT,1793,1,2021,STOP_PERMIT
1679,1,1,2,
SB_LEFT,7969,0,1794,PROTECTED
NB_LEFT,1872,1,2051,PROTECTED
1679,1,2,8,
SB_LEFT,7969,0,1794,PERMITTED
SB_THRU,7969,0,1872,PROTECTED
SB_RIGHT,7969,0,2051,PROTECTED
EB_RIGHT,2051,0,1872,STOP_PERMIT
NB_LEFT,1872,1,2051,PERMITTED
NB_THRU,1872,1,7969,PROTECTED
NB_RIGHT,1872,1,1794,PROTECTED
WB_RIGHT,1794,1,7969,STOP_PERMIT
1679,1,4,8,
SB_RIGHT,7969,0,2051,STOP_PERMIT
EB_LEFT,2051,0,7969,PERMITTED
EB_THRU,2051,0,1794,PROTECTED
EB_RIGHT,2051,0,1872,PROTECTED
NB_RIGHT,1872,1,1794,STOP_PERMIT
WB_LEFT,1794,1,1872,PERMITTED
WB_THRU,1794,1,2051,PROTECTED
WB_RIGHT,1794,1,7969,PROTECTED
1679,1,3,2,
EB_LEFT,2051,0,7969,PROTECTED
WB_LEFT,1794,1,1872,PROTECTED
1681,1,1,2,
SB_LEFT,5963,1,1795,PROTECTED
SB_THRU,5963,1,2049,PROTECTED
1681,1,2,5,
SB_LEFT,5963,1,1795,PERMITTED
SB_THRU,5963,1,2049,PROTECTED
EB_RIGHT,2059,0,2049,STOP_PERMIT
NB_THRU,2049,1,5963,PROTECTED
NB_RIGHT,2049,1,1795,PROTECTED
1681,1,3,4,
EB_LEFT,2059,0,5963,PROTECTED
EB_THRU,2059,0,1795,PROTECTED
EB_RIGHT,2059,0,2049,PROTECTED
NB_RIGHT,2049,1,1795,STOP_PERMIT
1683,1,1,2,
EB_LEFT,5950,0,1796,PROTECTED
EB_THRU,5950,0,2068,PROTECTED
1683,1,2,5,
EB_LEFT,5950,0,1796,PERMITTED
EB_THRU,5950,0,2068,PROTECTED
WB_THRU,2068,0,5950,PROTECTED
WB_RIGHT,2068,0,1796,PROTECTED
NB_RIGHT,2015,0,2068,STOP_PERMIT
1683,1,3,4,
WB_RIGHT,2068,0,1796,STOP_PERMIT
NB_LEFT,2015,0,5950,PROTECTED
NB_THRU,2015,0,1796,PROTECTED
NB_RIGHT,2015,0,2068,PROTECTED
1685,1,1,2,
WB_LEFT,7943,0,5430,PROTECTED
EB_LEFT,5429,1,5431,PROTECTED
1685,1,2,8,
WB_LEFT,7943,0,5430,PERMITTED
WB_THRU,7943,0,5429,PROTECTED
WB_RIGHT,7943,0,5431,PROTECTED
SB_RIGHT,5431,1,5429,STOP_PERMIT
NB_RIGHT,5430,0,7943,STOP_PERMIT
EB_LEFT,5429,1,5431,PERMITTED
EB_THRU,5429,1,7943,PROTECTED
EB_RIGHT,5429,1,5430,PROTECTED
1685,1,4,8,
WB_RIGHT,7943,0,5431,STOP_PERMIT
SB_LEFT,5431,1,7943,PERMITTED
SB_THRU,5431,1,5430,PROTECTED
SB_RIGHT,5431,1,5429,PROTECTED
NB_LEFT,5430,0,5429,PERMITTED
NB_THRU,5430,0,5431,PROTECTED
NB_RIGHT,5430,0,7943,PROTECTED
EB_RIGHT,5429,1,5430,STOP_PERMIT
1685,1,3,2,
SB_LEFT,5431,1,7943,PROTECTED
NB_LEFT,5430,0,5429,PROTECTED
1687,1,1,4,
SB_LEFT,2074,0,1855,PROTECTED
SB_THRU,2074,0,1798,PROTECTED
SB_RIGHT,2074,0,2062,PROTECTED
NB_RIGHT,2062,0,1798,STOP_PERMIT
1687,1,3,5,
SB_RIGHT,2074,0,2062,STOP_PERMIT
NB_THRU,2062,0,1855,PROTECTED
NB_RIGHT,2062,0,1798,PROTECTED
SB_LEFT,1855,0,1798,PERMITTED
SB_THRU,1855,0,2062,PROTECTED
1687,1,2,2,
SB_LEFT,1855,0,1798,PROTECTED
SB_THRU,1855,0,2062,PROTECTED
1688,1,2,5,
NB_THRU,2718,1,2714,PROTECTED
NB_RIGHT,2718,1,2719,PROTECTED
SB_LEFT,2714,1,2719,PERMITTED
SB_THRU,2714,1,2718,PROTECTED
EB_RIGHT,1798,0,2718,STOP_PERMIT
1688,1,3,4,
NB_RIGHT,2718,1,2719,STOP_PERMIT
EB_LEFT,1798,0,2714,PROTECTED
EB_THRU,1798,0,2719,PROTECTED
EB_RIGHT,1798,0,2718,PROTECTED
1688,1,1,2,
SB_LEFT,2714,1,2719,PROTECTED
SB_THRU,2714,1,2718,PROTECTED
1689,1,1,4,
WB_LEFT,2720,0,1855,PROTECTED
WB_THRU,2720,0,1799,PROTECTED
WB_RIGHT,2720,0,1823,PROTECTED
SB_RIGHT,1823,1,1799,STOP_PERMIT
1689,1,3,5,
WB_RIGHT,2720,0,1823,STOP_PERMIT
NB_LEFT,1855,1,1799,PERMITTED
NB_THRU,1855,1,1823,PROTECTED
SB_THRU,1823,1,1855,PROTECTED
SB_RIGHT,1823,1,1799,PROTECTED
1689,1,2,2,
NB_LEFT,1855,1,1799,PROTECTED
NB_THRU,1855,1,1823,PROTECTED
1690,1,2,4,
SB_THRU,5436,1,5432,PROTECTED
NB_LEFT,5432,0,2437,PERMITTED
NB_THRU,5432,0,5436,PROTECTED
WB_RIGHT,1799,0,5436,STOP_PERMIT
1690,1,1,2,
NB_LEFT,5432,0,2437,PROTECTED
NB_THRU,5432,0,5436,PROTECTED
1690,1,3,3,
WB_LEFT,1799,0,5432,PROTECTED
WB_THRU,1799,0,2437,PROTECTED
WB_RIGHT,1799,0,5436,PROTECTED
1696,1,1,2,
NB_THRU,7928,0,6180,PROTECTED
NB_RIGHT,7928,0,1805,PROTECTED
1696,1,2,3,
NB_RIGHT,7928,0,1805,STOP_PERMIT
EB_LEFT,2447,0,6180,PROTECTED
EB_THRU,2447,0,1805,PROTECTED
1697,1,1,3,
SB_LEFT,8637,0,3041,PROTECTED
SB_THRU,8637,0,8638,PROTECTED
EB_RIGHT,1805,0,8638,STOP_PERMIT
1697,1,2,2,
EB_THRU,1805,0,3041,PROTECTED
EB_RIGHT,1805,0,8638,PROTECTED
1700,1,1,2,
EB_LEFT,5948,1,1807,PROTECTED
EB_THRU,5948,1,2456,PROTECTED
1700,1,2,5,
EB_LEFT,5948,1,1807,PERMITTED
EB_THRU,5948,1,2456,PROTECTED
WB_THRU,2456,0,5948,PROTECTED
WB_RIGHT,2456,0,1807,PROTECTED
SB_RIGHT,1807,1,5948,STOP_PERMIT
1700,1,3,3,
WB_RIGHT,2456,0,1807,STOP_PERMIT
SB_LEFT,1807,1,2456,PROTECTED
SB_RIGHT,1807,1,5948,PROTECTED
1703,1,1,1,
WB_THRU,54779,0,8797,PROTECTED
1703,1,2,1,
NB_LEFT,54670,0,8797,PROTECTED
1703,1,3,1,
NB_THRU,8796,0,8797,PROTECTED
1710,1,1,2,
WB_LEFT,5947,1,3262,PROTECTED
WB_THRU,5947,1,1812,PROTECTED
1710,1,2,5,
WB_LEFT,5947,1,3262,PERMITTED
WB_THRU,5947,1,1812,PROTECTED
SB_RIGHT,3279,0,1812,STOP_PERMIT
EB_THRU,1812,0,5947,PROTECTED
EB_RIGHT,1812,0,3262,PROTECTED
1710,1,3,4,
SB_LEFT,3279,0,5947,PROTECTED
SB_THRU,3279,0,3262,PROTECTED
SB_RIGHT,3279,0,1812,PROTECTED
EB_RIGHT,1812,0,3262,STOP_PERMIT
1715,1,1,2,
EB_LEFT,5733,1,2579,PROTECTED
EB_THRU,5733,1,1815,PROTECTED
1715,1,2,5,
EB_LEFT,5733,1,2579,PERMITTED
EB_THRU,5733,1,1815,PROTECTED
NB_RIGHT,2595,0,1815,STOP_PERMIT
WB_THRU,1815,1,5733,PROTECTED
WB_RIGHT,1815,1,2579,PROTECTED
1715,1,3,4,
NB_LEFT,2595,0,5733,PROTECTED
NB_THRU,2595,0,2579,PROTECTED
NB_RIGHT,2595,0,1815,PROTECTED
WB_RIGHT,1815,1,2579,STOP_PERMIT
1716,1,1,2,
NB_LEFT,5609,1,1815,PROTECTED
SB_LEFT,5608,0,5606,PROTECTED
1716,1,2,8,
NB_LEFT,5609,1,1815,PERMITTED
NB_THRU,5609,1,5608,PROTECTED
NB_RIGHT,5609,1,5606,PROTECTED
SB_LEFT,5608,0,5606,PERMITTED
SB_THRU,5608,0,5609,PROTECTED
SB_RIGHT,5608,0,1815,PROTECTED
WB_RIGHT,5606,1,5608,STOP_PERMIT
EB_RIGHT,1815,0,5609,STOP_PERMIT
1716,1,4,8,
NB_RIGHT,5609,1,5606,STOP_PERMIT
SB_RIGHT,5608,0,1815,STOP_PERMIT
WB_LEFT,5606,1,5609,PERMITTED
WB_THRU,5606,1,1815,PROTECTED
WB_RIGHT,5606,1,5608,PROTECTED
EB_LEFT,1815,0,5608,PERMITTED
EB_THRU,1815,0,5606,PROTECTED
EB_RIGHT,1815,0,5609,PROTECTED
1716,1,3,2,
WB_LEFT,5606,1,5609,PROTECTED
EB_LEFT,1815,0,5608,PROTECTED
1717,1,1,2,
SB_LEFT,7810,0,5605,PROTECTED
NB_LEFT,5608,1,1816,PROTECTED
1717,1,2,8,
SB_LEFT,7810,0,5605,PERMITTED
SB_THRU,7810,0,5608,PROTECTED
SB_RIGHT,7810,0,1816,PROTECTED
NB_LEFT,5608,1,1816,PERMITTED
NB_THRU,5608,1,7810,PROTECTED
NB_RIGHT,5608,1,5605,PROTECTED
WB_RIGHT,5605,1,7810,STOP_PERMIT
EB_RIGHT,1816,0,5608,STOP_PERMIT
1717,1,4,8,
SB_RIGHT,7810,0,1816,STOP_PERMIT
NB_RIGHT,5608,1,5605,STOP_PERMIT
WB_LEFT,5605,1,5608,PERMITTED
WB_THRU,5605,1,1816,PROTECTED
WB_RIGHT,5605,1,7810,PROTECTED
EB_LEFT,1816,0,7810,PERMITTED
EB_THRU,1816,0,5605,PROTECTED
EB_RIGHT,1816,0,5608,PROTECTED
1717,1,3,2,
WB_LEFT,5605,1,5608,PROTECTED
EB_LEFT,1816,0,7810,PROTECTED
1721,1,2,5,
SB_THRU,7909,0,5963,PROTECTED
SB_RIGHT,7909,0,2053,PROTECTED
NB_LEFT,5963,0,2053,PERMITTED
NB_THRU,5963,0,7909,PROTECTED
WB_RIGHT,1818,0,7909,STOP_PERMIT
1721,1,3,4,
SB_RIGHT,7909,0,2053,STOP_PERMIT
WB_LEFT,1818,0,5963,PROTECTED
WB_THRU,1818,0,2053,PROTECTED
WB_RIGHT,1818,0,7909,PROTECTED
1721,1,1,2,
NB_LEFT,5963,0,2053,PROTECTED
NB_THRU,5963,0,7909,PROTECTED
1722,1,1,2,
SB_LEFT,7912,0,7908,PROTECTED
NB_LEFT,1820,1,1819,PROTECTED
1722,1,2,8,
SB_LEFT,7912,0,7908,PERMITTED
SB_THRU,7912,0,1820,PROTECTED
SB_RIGHT,7912,0,1819,PROTECTED
WB_RIGHT,7908,0,7912,STOP_PERMIT
NB_LEFT,1820,1,1819,PERMITTED
NB_THRU,1820,1,7912,PROTECTED
NB_RIGHT,1820,1,7908,PROTECTED
EB_RIGHT,1819,1,1820,STOP_PERMIT
1722,1,4,8,
SB_RIGHT,7912,0,1819,STOP_PERMIT
WB_LEFT,7908,0,1820,PERMITTED
WB_THRU,7908,0,1819,PROTECTED
WB_RIGHT,7908,0,7912,PROTECTED
NB_RIGHT,1820,1,7908,STOP_PERMIT
EB_LEFT,1819,1,7912,PERMITTED
EB_THRU,1819,1,7908,PROTECTED
EB_RIGHT,1819,1,1820,PROTECTED
1722,1,3,2,
WB_LEFT,7908,0,1820,PROTECTED
EB_LEFT,1819,1,7912,PROTECTED
1723,1,1,2,
SB_LEFT,2069,1,1819,PROTECTED
NB_LEFT,2017,0,2060,PROTECTED
1723,1,2,8,
SB_LEFT,2069,1,1819,PERMITTED
SB_THRU,2069,1,2017,PROTECTED
SB_RIGHT,2069,1,2060,PROTECTED
EB_RIGHT,2060,1,2017,STOP_PERMIT
NB_LEFT,2017,0,2060,PERMITTED
NB_THRU,2017,0,2069,PROTECTED
NB_RIGHT,2017,0,1819,PROTECTED
WB_RIGHT,1819,0,2069,STOP_PERMIT
1723,1,4,8,
SB_RIGHT,2069,1,2060,STOP_PERMIT
EB_LEFT,2060,1,2069,PERMITTED
EB_THRU,2060,1,1819,PROTECTED
EB_RIGHT,2060,1,2017,PROTECTED
NB_RIGHT,2017,0,1819,STOP_PERMIT
WB_LEFT,1819,0,2017,PERMITTED
WB_THRU,1819,0,2060,PROTECTED
WB_RIGHT,1819,0,2069,PROTECTED
1723,1,3,2,
EB_LEFT,2060,1,2069,PROTECTED
WB_LEFT,1819,0,2017,PROTECTED
1725,1,2,5,
SB_THRU,2718,0,2716,PROTECTED
SB_RIGHT,2718,0,1821,PROTECTED
NB_LEFT,2716,1,1821,PERMITTED
NB_THRU,2716,1,2718,PROTECTED
EB_RIGHT,1821,1,2716,STOP_PERMIT
1725,1,3,3,
SB_RIGHT,2718,0,1821,STOP_PERMIT
EB_LEFT,1821,1,2718,PROTECTED
EB_RIGHT,1821,1,2716,PROTECTED
1725,1,1,2,
NB_LEFT,2716,1,1821,PROTECTED
NB_THRU,2716,1,2718,PROTECTED
1726,1,1,2,
NB_LEFT,7947,0,2061,PROTECTED
SB_LEFT,2062,1,1821,PROTECTED
1726,1,2,8,
NB_LEFT,7947,0,2061,PERMITTED
NB_THRU,7947,0,2062,PROTECTED
NB_RIGHT,7947,0,1821,PROTECTED
SB_LEFT,2062,1,1821,PERMITTED
SB_THRU,2062,1,7947,PROTECTED
SB_RIGHT,2062,1,2061,PROTECTED
EB_RIGHT,2061,1,7947,STOP_PERMIT
WB_RIGHT,1821,0,2062,STOP_PERMIT
1726,1,4,8,
NB_RIGHT,7947,0,1821,STOP_PERMIT
SB_RIGHT,2062,1,2061,STOP_PERMIT
EB_LEFT,2061,1,2062,PERMITTED
EB_THRU,2061,1,1821,PROTECTED
EB_RIGHT,2061,1,7947,PROTECTED
WB_LEFT,1821,0,7947,PERMITTED
WB_THRU,1821,0,2061,PROTECTED
WB_RIGHT,1821,0,2062,PROTECTED
1726,1,3,2,
EB_LEFT,2061,1,2062,PROTECTED
WB_LEFT,1821,0,7947,PROTECTED
1730,1,1,2,
NB_LEFT,2715,1,2723,PROTECTED
NB_THRU,2715,1,1825,PROTECTED
1730,1,2,5,
NB_LEFT,2715,1,2723,PERMITTED
NB_THRU,2715,1,1825,PROTECTED
WB_RIGHT,2696,0,1825,STOP_PERMIT
SB_THRU,1825,1,2715,PROTECTED
SB_RIGHT,1825,1,2723,PROTECTED
1730,1,3,4,
WB_LEFT,2696,0,2715,PROTECTED
WB_THRU,2696,0,2723,PROTECTED
WB_RIGHT,2696,0,1825,PROTECTED
SB_RIGHT,1825,1,2723,STOP_PERMIT
1731,1,1,3,
SB_LEFT,5445,0,1825,PROTECTED
SB_RIGHT,5445,0,5441,PROTECTED
NB_RIGHT,1825,0,5445,STOP_PERMIT
1731,1,3,5,
SB_RIGHT,5445,0,5441,STOP_PERMIT
SB_LEFT,5441,1,5445,PERMITTED
SB_THRU,5441,1,1825,PROTECTED
NB_THRU,1825,0,5441,PROTECTED
NB_RIGHT,1825,0,5445,PROTECTED
1731,1,2,2,
SB_LEFT,5441,1,5445,PROTECTED
SB_THRU,5441,1,1825,PROTECTED
1732,1,1,1,
NB_LEFT,6153,0,1826,PROTECTED
1732,1,2,2,
WB_LEFT,2775,0,6153,PROTECTED
WB_THRU,2775,0,1826,PROTECTED
1735,1,1,1,
NB_THRU,1828,0,3206,PROTECTED
1735,1,2,1,
NB_THRU,1827,0,3206,PROTECTED
1738,1,1,2,
NB_LEFT,54807,1,54805,PROTECTED
SB_RIGHT,54805,1,54807,STOP_PERMIT
1738,1,3,3,
SB_RIGHT,54805,1,54807,PROTECTED
WB_LEFT,3441,0,54807,PERMITTED
WB_THRU,3441,0,54805,PROTECTED
1738,1,2,2,
WB_LEFT,3441,0,54807,PROTECTED
WB_THRU,3441,0,54805,PROTECTED
1739,1,2,5,
WB_THRU,54805,0,5364,PROTECTED
WB_RIGHT,54805,0,3451,PROTECTED
SB_LEFT,5364,0,3451,PERMITTED
SB_THRU,5364,0,54805,PROTECTED
NB_RIGHT,3454,0,54805,STOP_PERMIT
1739,1,3,4,
WB_RIGHT,54805,0,3451,STOP_PERMIT
NB_LEFT,3454,0,5364,PROTECTED
NB_THRU,3454,0,3451,PROTECTED
NB_RIGHT,3454,0,54805,PROTECTED
1739,1,1,2,
SB_LEFT,5364,0,3451,PROTECTED
SB_THRU,5364,0,54805,PROTECTED
1740,1,1,2,
NB_LEFT,2752,0,2748,PROTECTED
SB_LEFT,1831,1,2615,PROTECTED
1740,1,2,8,
NB_LEFT,2752,0,2748,PERMITTED
NB_THRU,2752,0,1831,PROTECTED
NB_RIGHT,2752,0,2615,PROTECTED
EB_RIGHT,2748,0,2752,STOP_PERMIT
WB_RIGHT,2615,1,1831,STOP_PERMIT
SB_LEFT,1831,1,2615,PERMITTED
SB_THRU,1831,1,2752,PROTECTED
SB_RIGHT,1831,1,2748,PROTECTED
1740,1,4,8,
NB_RIGHT,2752,0,2615,STOP_PERMIT
EB_LEFT,2748,0,1831,PERMITTED
EB_THRU,2748,0,2615,PROTECTED
EB_RIGHT,2748,0,2752,PROTECTED
WB_LEFT,2615,1,2752,PERMITTED
WB_THRU,2615,1,2748,PROTECTED
WB_RIGHT,2615,1,1831,PROTECTED
SB_RIGHT,1831,1,2748,STOP_PERMIT
1740,1,3,2,
EB_LEFT,2748,0,1831,PROTECTED
WB_LEFT,2615,1,2752,PROTECTED
1743,1,1,2,
WB_RIGHT,6162,0,6159,PROTECTED
NB_RIGHT,1832,0,6162,STOP_PERMIT
1743,1,2,3,
WB_RIGHT,6162,0,6159,STOP_PERMIT
NB_THRU,1832,0,6159,PROTECTED
NB_RIGHT,1832,0,6162,PROTECTED
1744,1,1,4,
SB_LEFT,8690,0,7871,PROTECTED
SB_THRU,8690,0,8691,PROTECTED
SB_RIGHT,8690,0,6162,PROTECTED
EB_RIGHT,6162,1,8691,STOP_PERMIT
1744,1,3,5,
SB_RIGHT,8690,0,6162,STOP_PERMIT
WB_LEFT,7871,0,8691,PERMITTED
WB_THRU,7871,0,6162,PROTECTED
EB_THRU,6162,1,7871,PROTECTED
EB_RIGHT,6162,1,8691,PROTECTED
1744,1,2,2,
WB_LEFT,7871,0,8691,PROTECTED
WB_THRU,7871,0,6162,PROTECTED
1745,1,1,6,
EB_THRU,7862,0,5764,PROTECTED
EB_RIGHT,7862,0,5484,PROTECTED
EB_RIGHT,7862,0,2881,PROTECTED
NB_RIGHT,5484,0,5764,STOP_PERMIT
NB_RIGHT,2881,1,5764,STOP_PERMIT
SB_RIGHT,1834,1,2881,STOP_PERMIT
1745,1,3,6,
EB_RIGHT,7862,0,5484,STOP_PERMIT
EB_RIGHT,7862,0,2881,STOP_PERMIT
NB_RIGHT,5484,0,5764,PROTECTED
SB_LEFT,1834,1,5764,PERMITTED
SB_THRU,1834,1,5484,PROTECTED
SB_RIGHT,1834,1,2881,PROTECTED
1745,1,4,1,
NB_RIGHT,2881,1,5764,PROTECTED
1745,1,2,3,
SB_LEFT,1834,1,5764,PROTECTED
SB_THRU,1834,1,5484,PROTECTED
SB_RIGHT,1834,1,2881,PROTECTED
1746,1,1,3,
SB_LEFT,8737,0,8657,PROTECTED
SB_THRU,8737,0,1834,PROTECTED
EB_RIGHT,8656,0,1834,STOP_PERMIT
1746,1,2,2,
EB_THRU,8656,0,8657,PROTECTED
EB_RIGHT,8656,0,1834,PROTECTED
1747,1,1,4,
NB_LEFT,7850,0,5458,PROTECTED
NB_THRU,7850,0,1835,PROTECTED
NB_RIGHT,7850,0,7847,PROTECTED
WB_RIGHT,7847,0,1835,STOP_PERMIT
1747,1,3,5,
NB_RIGHT,7850,0,7847,STOP_PERMIT
WB_THRU,7847,0,5458,PROTECTED
WB_RIGHT,7847,0,1835,PROTECTED
EB_LEFT,5458,1,1835,PERMITTED
EB_THRU,5458,1,7847,PROTECTED
1747,1,2,2,
EB_LEFT,5458,1,1835,PROTECTED
EB_THRU,5458,1,7847,PROTECTED
1749,1,1,2,
NB_LEFT,7927,0,5433,PROTECTED
WB_LEFT,5422,0,1836,PROTECTED
1749,1,2,8,
NB_LEFT,7927,0,5433,PERMITTED
NB_THRU,7927,0,5422,PROTECTED
NB_RIGHT,7927,0,1836,PROTECTED
EB_RIGHT,5433,1,7927,STOP_PERMIT
WB_LEFT,5422,0,1836,PERMITTED
WB_THRU,5422,0,7927,PROTECTED
WB_RIGHT,5422,0,5433,PROTECTED
WB_RIGHT,1836,1,5422,STOP_PERMIT
1749,1,4,8,
NB_RIGHT,7927,0,1836,STOP_PERMIT
EB_LEFT,5433,1,5422,PERMITTED
EB_THRU,5433,1,1836,PROTECTED
EB_RIGHT,5433,1,7927,PROTECTED
WB_RIGHT,5422,0,5433,STOP_PERMIT
WB_LEFT,1836,1,7927,PERMITTED
WB_THRU,1836,1,5433,PROTECTED
WB_RIGHT,1836,1,5422,PROTECTED
1749,1,3,2,
EB_LEFT,5433,1,5422,PROTECTED
WB_LEFT,1836,1,7927,PROTECTED
1751,1,1,3,
NB_LEFT,6180,0,1837,PROTECTED
NB_THRU,6180,0,6181,PROTECTED
WB_RIGHT,3033,0,6181,STOP_PERMIT
1751,1,2,2,
WB_THRU,3033,0,1837,PROTECTED
WB_RIGHT,3033,0,6181,PROTECTED
1752,1,1,3,
NB_LEFT,2452,0,2450,PROTECTED
NB_THRU,2452,0,2448,PROTECTED
WB_RIGHT,1837,0,2448,STOP_PERMIT
1752,1,2,2,
WB_THRU,1837,0,2450,PROTECTED
WB_RIGHT,1837,0,2448,PROTECTED
1754,1,1,3,
WB_LEFT,2450,0,2451,PROTECTED
WB_THRU,2450,0,2442,PROTECTED
